Pigmento Blanco (TiO2),Extender (CaCO3),Ligante (Resina Acrílica),Coalescente,Dispersante,Aditivo Antimicrobiano,Otros Aditivos,Agua,Tipo de Pintura,Proveedor Pigmento Blanco,Estado Final,Resistencia al Fregado (Ciclos),Viscosidad Final (KU),Poder Cubriente (m²/L),Brillo (60°),Estabilidad (meses),L,a,b
443.83,156.98,570.85,16.12,5.93,1.5,2.45,208.88,Mate,Proveedor C,Éxito,1733.0,91.8,21.09,17.0,19.9,92.64,-1.45,4.18
402.38,154.51,482.45,8.93,5.86,1.86,13.5,216.7,Brillante,Proveedor B,Éxito,1509.0,91.5,18.93,37.0,23.7,94.18,3.58,0.59
179.13,367.59,273.22,19.87,9.16,0.33,14.38,263.03,Satinado,Proveedor A,Falla - Bajo Poder Cubriente,1242.0,90.8,7.77,42.0,23.5,94.64,1.14,-0.36
436.27,118.04,320.55,15.2,2.63,1.28,5.32,67.09,Brillante,Proveedor C,Éxito,1557.0,93.5,21.42,46.0,22.4,86.01,1.9,-3.38
383.52,285.0,97.73,14.26,2.44,0.13,5.07,217.11,Satinado,Proveedor C,Falla - Baja Adhesión,399.0,91.0,15.81,26.0,22.1,85.18,-2.17,-2.5
441.34,124.88,411.04,11.82,2.27,2.22,3.2,205.01,Mate,Proveedor A,Éxito,1566.0,91.5,16.98,14.0,23.4,95.72,-1.12,2.44
309.51,166.93,245.94,6.93,8.89,1.08,9.49,97.62,Satinado,Proveedor C,Éxito,1362.0,91.7,15.98,35.0,26.2,94.32,2.4,-2.59
592.36,116.99,224.32,16.89,4.41,2.4,3.86,77.59,Satinado,Proveedor B,Falla - Viscosidad Alta,1479.0,115.5,22.01,41.0,24.6,91.69,-1.69,3.1
497.18,194.41,494.04,14.47,7.01,0.26,2.28,261.53,Brillante,Proveedor C,Éxito,1517.0,91.4,19.13,75.0,20.6,94.68,-0.39,3.74
489.06,154.11,598.72,14.69,8.86,2.71,13.92,137.56,Brillante,Proveedor B,Éxito,1788.0,92.4,20.41,14.0,21.1,96.33,3.29,-3.72
411.46,116.66,530.08,11.89,1.96,0.93,11.98,159.17,Satinado,Proveedor B,Éxito,1719.0,92.3,20.48,15.0,14.1,87.75,2.16,-4.8
313.62,180.37,578.51,15.44,9.95,0.26,12.14,169.45,Brillante,Proveedor A,Éxito,1743.0,91.9,15.1,67.0,21.9,90.23,-0.18,2.5
307.73,239.09,349.75,8.97,1.69,1.96,3.16,78.57,Satinado,Proveedor B,Éxito,1572.0,93.5,18.22,17.0,19.4,87.3,-4.81,-4.81
304.43,140.6,566.05,14.79,4.69,0.5,7.6,262.45,Satinado,Proveedor B,Éxito,1716.0,91.4,17.7,35.0,17.4,86.57,-3.27,-3.2
444.0,217.29,226.06,15.52,4.07,2.58,10.07,262.54,Satinado,Proveedor A,Éxito,1396.0,90.9,20.38,46.0,20.8,86.84,-3.66,-0.49
309.04,230.73,220.84,18.41,0.86,1.72,10.75,225.11,Brillante,Proveedor C,Éxito,1432.0,91.1,17.63,16.0,23.7,96.26,3.13,1.54
426.85,107.18,591.99,13.76,3.88,2.81,9.93,202.72,Brillante,Proveedor A,Éxito,1688.0,91.9,20.71,61.0,19.8,92.8,1.85,2.65
209.21,242.15,283.03,12.57,3.89,2.15,6.56,76.98,Brillante,Proveedor A,Falla - Bajo Poder Cubriente,1457.0,92.7,1.03,41.0,18.2,88.6,2.71,-2.6
391.98,140.8,238.53,9.55,4.71,0.24,12.42,234.87,Brillante,Proveedor C,Éxito,1242.0,90.9,20.27,23.0,20.5,88.76,-0.52,2.7
352.78,148.45,464.08,9.66,6.6,2.56,12.76,200.03,Satinado,Proveedor A,Éxito,1565.0,91.5,19.93,25.0,21.7,93.49,1.41,-3.45
381.65,220.68,444.35,6.62,2.39,0.17,6.96,291.07,Satinado,Proveedor C,Éxito,1624.0,91.2,17.75,28.0,17.4,89.88,-3.98,2.73
408.11,164.28,290.99,14.37,8.98,0.19,3.02,199.95,Satinado,Proveedor C,Éxito,1460.0,91.1,20.78,45.0,19.7,86.28,3.47,-0.81
432.3,271.81,106.36,5.98,5.15,2.46,13.54,134.26,Satinado,Proveedor C,Falla - Baja Adhesión,202.0,92.7,20.91,45.0,26.6,85.52,-0.95,2.63
411.0,240.5,301.45,17.81,7.09,1.46,11.05,60.56,Satinado,Proveedor B,Éxito,1286.0,93.2,18.57,46.0,19.6,86.77,-2.91,-1.09
384.61,190.04,325.44,6.89,0.68,2.87,3.25,131.97,Brillante,Proveedor C,Éxito,1478.0,92.2,19.91,31.0,25.3,95.87,-0.89,0.69
339.76,185.65,399.71,9.72,2.65,0.22,6.45,123.51,Satinado,Proveedor C,Éxito,1590.0,92.4,17.99,40.0,21.8,90.38,0.7,0.12
419.63,154.11,306.37,18.73,8.36,1.75,1.49,128.45,Satinado,Proveedor B,Éxito,1339.0,91.7,19.0,36.0,23.3,89.45,2.43,-1.65
409.17,146.14,247.73,15.15,3.86,0.38,12.98,79.0,Mate,Proveedor A,Falla - Baja Estabilidad,1279.0,92.5,21.18,24.0,3.3,87.4,0.33,-3.48
186.74,276.28,536.61,19.92,5.72,1.07,12.9,267.17,Mate,Proveedor A,Falla - Bajo Poder Cubriente,1511.0,91.5,2.96,15.0,18.4,95.84,-2.43,-0.74
307.49,114.54,540.24,18.74,5.64,0.46,5.16,130.57,Mate,Proveedor B,Éxito,1557.0,92.3,18.24,5.0,20.7,85.76,4.05,-3.33
196.64,348.79,426.48,8.37,6.68,1.74,2.9,165.09,Mate,Proveedor B,Falla - Bajo Poder Cubriente,1576.0,91.8,3.89,6.0,25.3,91.86,-0.51,0.71
144.13,299.63,401.05,13.09,4.3,1.4,9.46,162.38,Mate,Proveedor C,Falla - Bajo Poder Cubriente,1673.0,91.7,7.16,9.0,25.5,93.84,1.92,2.03
366.76,215.53,445.11,14.71,2.56,1.37,13.06,114.0,Brillante,Proveedor A,Éxito,1619.0,92.8,16.25,42.0,18.1,93.69,0.49,-1.51
304.69,156.62,355.81,5.65,4.72,2.15,5.64,104.79,Brillante,Proveedor B,Éxito,1434.0,92.2,16.7,75.0,27.1,90.97,1.85,2.61
409.92,156.33,412.44,13.49,7.47,0.26,11.8,105.15,Satinado,Proveedor A,Falla - Baja Estabilidad,1698.0,92.4,19.95,31.0,6.3,97.96,4.12,3.88
403.72,293.42,129.08,13.43,6.81,0.11,14.03,54.97,Mate,Proveedor C,Falla - Baja Adhesión,175.0,93.6,19.17,26.0,19.7,95.37,-3.23,-2.77
452.75,201.89,377.62,17.04,4.92,1.22,11.44,243.54,Mate,Proveedor B,Éxito,1607.0,91.3,20.0,16.0,19.5,86.45,4.09,1.11
391.32,110.99,227.58,11.0,4.29,1.4,8.73,99.64,Mate,Proveedor B,Éxito,1278.0,91.9,16.39,28.0,16.4,96.4,2.18,-3.02
455.34,309.27,103.57,13.29,5.0,2.55,5.35,247.64,Mate,Proveedor C,Falla - Baja Adhesión,169.0,91.5,20.78,9.0,21.0,89.87,-3.63,3.69
169.67,227.02,400.66,6.78,4.07,1.04,7.54,143.39,Mate,Proveedor B,Falla - Bajo Poder Cubriente,1419.0,92.0,4.37,20.0,22.3,87.16,-1.7,3.77
318.65,114.29,566.78,13.5,6.11,0.62,8.55,285.94,Brillante,Proveedor B,Éxito,1766.0,91.2,16.36,50.0,19.8,91.81,3.89,0.28
447.11,113.8,396.32,10.82,6.19,2.63,13.2,188.17,Satinado,Proveedor C,Éxito,1701.0,91.5,21.28,37.0,22.2,95.73,1.15,4.81
327.09,187.51,242.42,8.11,3.7,0.94,10.19,259.08,Mate,Proveedor C,Éxito,1209.0,90.9,18.15,9.0,19.7,91.32,-4.41,1.3
315.25,223.82,529.79,7.62,3.87,2.64,13.82,212.74,Satinado,Proveedor A,Éxito,1802.0,91.7,17.87,15.0,24.7,91.28,-3.65,4.86
494.08,141.0,429.02,12.23,1.84,2.58,3.45,190.96,Satinado,Proveedor B,Éxito,1656.0,91.8,21.06,39.0,22.7,92.46,1.48,0.62
475.47,110.06,545.35,8.22,7.25,1.38,5.43,298.09,Brillante,Proveedor A,Éxito,1697.0,91.2,20.5,23.0,25.3,86.25,-0.54,-0.53
125.57,334.41,335.67,13.1,0.97,1.09,13.38,211.21,Satinado,Proveedor A,Falla - Bajo Poder Cubriente,1469.0,91.3,7.53,29.0,23.0,85.22,2.92,-4.06
471.52,249.94,569.29,17.28,8.04,2.6,3.33,121.39,Satinado,Proveedor A,Éxito,1810.0,92.8,21.82,30.0,28.9,87.12,-4.34,-2.05
108.16,356.91,500.12,8.71,9.92,1.8,8.29,283.58,Satinado,Proveedor B,Falla - Bajo Poder Cubriente,1796.0,91.1,6.72,22.0,27.5,87.43,-1.98,4.17
580.2,111.27,360.64,7.92,6.27,1.86,12.47,79.73,Mate,Proveedor B,Falla - Viscosidad Alta,1684.0,119.3,19.37,18.0,23.0,94.95,4.21,4.2
333.08,200.59,308.59,17.04,1.42,1.95,11.6,224.25,Satinado,Proveedor C,Éxito,1490.0,91.2,15.36,48.0,23.1,85.67,-4.15,2.91
355.5,237.41,466.96,12.79,4.22,1.2,13.46,127.03,Mate,Proveedor B,Éxito,1709.0,92.5,18.8,17.0,20.9,87.62,4.06,0.36
328.74,179.12,593.55,11.32,7.66,0.75,10.1,80.24,Brillante,Proveedor B,Éxito,1594.0,93.5,15.29,38.0,25.8,94.3,-2.27,-3.78
443.01,147.82,577.57,10.07,6.01,0.5,9.23,72.03,Brillante,Proveedor A,Éxito,1883.0,94.1,18.26,56.0,15.9,85.73,2.58,2.94
309.65,167.44,292.88,5.92,6.8,2.49,11.45,267.84,Mate,Proveedor C,Éxito,1442.0,90.9,14.97,6.0,20.8,86.68,0.49,-2.08
408.74,174.31,378.51,14.83,5.35,2.08,13.68,93.56,Brillante,Proveedor C,Éxito,1617.0,92.7,20.96,10.0,25.3,94.29,3.28,3.51
422.54,160.75,588.74,11.9,3.71,2.13,8.06,156.43,Mate,Proveedor C,Éxito,1728.0,92.4,16.56,11.0,20.8,92.19,3.81,2.43
157.49,211.06,318.8,14.06,9.93,2.79,3.05,178.6,Brillante,Proveedor A,Falla - Bajo Poder Cubriente,1509.0,91.3,4.67,13.0,32.0,93.3,-4.98,3.96
454.2,133.22,374.44,17.68,2.68,1.91,14.72,30.19,Mate,Proveedor B,Falla - Viscosidad Alta,1652.0,117.1,16.17,18.0,19.8,88.46,-4.32,3.94
456.74,108.23,586.28,9.91,5.99,1.8,11.37,172.6,Mate,Proveedor A,Éxito,1676.0,92.1,21.01,14.0,26.0,85.14,4.63,-4.4
354.78,235.82,398.59,8.92,8.94,1.58,1.03,113.28,Brillante,Proveedor A,Éxito,1495.0,92.2,19.64,38.0,23.4,88.25,-4.16,1.86
337.64,175.31,323.26,12.44,3.14,2.06,3.7,173.22,Mate,Proveedor B,Éxito,1562.0,91.5,15.59,22.0,21.0,85.4,0.66,-1.76
362.66,245.17,465.27,18.97,8.34,0.35,12.01,224.65,Satinado,Proveedor B,Éxito,1498.0,91.4,15.46,39.0,21.8,88.86,-1.49,4.78
497.01,195.37,410.68,9.14,7.3,2.32,11.58,279.58,Mate,Proveedor B,Éxito,1682.0,91.1,22.69,16.0,20.4,89.16,-4.21,4.67
205.37,354.95,493.08,9.98,1.76,1.78,6.49,281.62,Satinado,Proveedor C,Falla - Bajo Poder Cubriente,1588.0,91.3,5.41,45.0,24.3,95.91,-1.3,-2.86
373.88,237.71,407.57,7.26,5.49,2.64,12.48,89.96,Brillante,Proveedor A,Éxito,1514.0,93.0,19.92,32.0,18.9,92.67,-2.35,-3.4
398.97,181.53,212.01,11.07,7.64,2.34,10.66,251.42,Mate,Proveedor B,Éxito,1223.0,90.8,16.09,8.0,23.6,97.09,4.24,4.05
344.63,206.47,516.29,10.81,9.99,2.21,3.43,88.06,Mate,Proveedor B,Éxito,1557.0,92.8,15.52,21.0,25.6,90.18,3.84,-3.43
402.2,247.77,578.07,18.38,6.31,0.29,23.27,259.5,Brillante,Proveedor C,Falla - Baja Estabilidad,1505.0,91.5,16.1,42.0,10.2,89.1,4.38,1.05
356.73,149.34,581.58,18.51,5.1,1.23,7.6,81.83,Mate,Proveedor A,Éxito,1688.0,93.8,15.74,7.0,16.3,96.04,-2.61,1.91
391.29,161.84,374.79,13.88,6.33,1.23,4.41,135.65,Satinado,Proveedor C,Éxito,1632.0,91.9,16.07,43.0,19.9,97.26,0.86,-4.53
437.54,110.92,262.75,18.04,8.4,0.45,11.62,90.52,Satinado,Proveedor B,Éxito,1297.0,91.9,20.86,39.0,20.3,95.11,4.73,0.66
303.08,135.91,589.22,17.02,2.12,1.42,5.27,195.13,Brillante,Proveedor B,Éxito,1829.0,91.9,14.82,19.0,20.0,92.91,-1.8,-2.23
319.23,270.47,108.05,18.48,6.21,2.84,10.58,214.77,Mate,Proveedor B,Falla - Baja Adhesión,863.0,91.3,15.47,20.0,22.0,97.51,-2.11,4.67
363.76,135.39,211.37,13.95,1.96,0.32,4.78,63.56,Satinado,Proveedor B,Éxito,1396.0,93.0,20.05,47.0,19.6,93.23,-1.72,-4.34
330.81,126.13,499.46,15.69,0.6,2.58,4.68,288.24,Brillante,Proveedor B,Éxito,1783.0,91.2,15.45,25.0,17.8,97.81,0.87,-4.34
333.12,101.47,238.3,18.28,9.33,1.54,11.94,249.98,Brillante,Proveedor C,Éxito,1411.0,90.7,16.7,68.0,23.2,93.69,-0.41,2.11
337.28,190.58,526.81,12.34,1.08,0.95,11.02,293.38,Satinado,Proveedor A,Éxito,1824.0,91.3,15.45,18.0,22.4,96.8,0.4,-0.47
324.23,163.7,212.43,15.18,2.85,1.05,3.54,266.48,Brillante,Proveedor C,Éxito,1516.0,90.8,17.68,56.0,23.6,89.59,0.59,3.45
149.08,365.0,350.54,15.46,1.32,0.44,14.82,161.97,Mate,Proveedor A,Falla - Bajo Poder Cubriente,1391.0,91.8,6.47,8.0,16.7,92.06,2.13,3.95
489.79,228.69,560.95,12.78,1.32,2.45,14.99,51.32,Brillante,Proveedor A,Éxito,1794.0,97.7,22.24,34.0,20.0,88.53,4.12,2.01
353.57,153.03,567.05,12.88,5.76,1.86,1.48,297.53,Satinado,Proveedor A,Éxito,1853.0,91.2,16.44,27.0,18.7,85.2,1.67,-3.01
483.22,247.28,499.73,19.29,4.44,2.25,7.29,240.24,Brillante,Proveedor A,Éxito,1612.0,91.6,18.12,43.0,21.7,88.79,1.48,0.13
471.29,339.49,86.41,15.78,3.3,0.89,13.23,154.48,Mate,Proveedor C,Falla - Baja Adhesión,208.0,91.9,19.3,29.0,18.5,96.41,2.75,2.1
427.22,241.34,495.93,12.75,5.24,2.2,7.18,75.5,Brillante,Proveedor B,Éxito,1548.0,94.0,17.97,51.0,24.7,86.75,2.81,-0.35
404.53,217.67,392.89,7.36,1.6,0.41,12.99,132.63,Brillante,Proveedor B,Falla - Baja Estabilidad,1629.0,92.4,20.29,70.0,6.0,96.33,-4.47,4.86
429.58,211.16,250.5,10.69,3.73,0.63,8.54,233.77,Brillante,Proveedor B,Éxito,1362.0,91.1,21.16,66.0,19.3,89.91,-3.8,-4.64
406.36,206.13,384.66,18.39,9.48,2.54,11.44,92.42,Brillante,Proveedor C,Éxito,1495.0,92.4,20.82,31.0,21.5,87.42,4.32,3.97
318.5,159.84,218.71,5.98,8.74,1.05,5.85,66.7,Mate,Proveedor B,Éxito,1415.0,92.0,16.45,10.0,24.2,94.58,-1.73,-1.32
377.86,156.1,404.86,6.63,1.92,2.78,12.35,202.92,Mate,Proveedor A,Éxito,1571.0,91.5,17.42,8.0,21.9,89.22,-4.19,1.61
406.94,230.85,321.92,14.64,8.0,2.16,3.91,194.33,Brillante,Proveedor A,Éxito,1527.0,91.3,18.5,55.0,27.5,85.85,-0.38,-2.42
405.64,188.3,403.73,13.68,7.3,1.09,5.76,158.01,Brillante,Proveedor B,Éxito,1636.0,91.7,16.72,26.0,20.4,92.68,2.22,-0.27
561.97,204.06,513.87,19.07,2.02,1.36,10.07,77.61,Brillante,Proveedor A,Falla - Viscosidad Alta,1650.0,110.6,18.57,17.0,23.5,86.18,1.3,1.6
440.19,141.55,220.49,9.45,3.07,1.08,8.81,143.25,Mate,Proveedor C,Éxito,1346.0,91.5,21.69,14.0,17.4,89.0,-1.05,-2.44
321.21,108.75,515.66,9.08,5.08,2.04,10.17,98.81,Satinado,Proveedor B,Éxito,1852.0,92.9,16.78,38.0,21.5,92.08,-4.99,-4.31
429.64,211.38,394.65,11.89,7.56,2.39,8.66,188.66,Mate,Proveedor B,Éxito,1601.0,91.5,21.25,18.0,25.2,86.94,3.6,-0.73
369.81,223.94,439.76,13.12,5.79,2.77,6.73,246.86,Satinado,Proveedor C,Éxito,1397.0,91.3,19.3,49.0,28.4,94.78,2.77,3.32
463.33,110.3,329.81,13.19,1.58,0.38,9.43,174.19,Brillante,Proveedor A,Éxito,1460.0,91.6,21.23,22.0,20.4,91.5,4.06,1.59
328.01,143.51,357.48,7.42,4.65,1.52,14.28,210.25,Mate,Proveedor B,Éxito,1512.0,91.2,17.73,27.0,19.4,89.78,-2.42,1.39
474.95,185.98,463.17,13.82,9.84,2.88,9.9,101.39,Satinado,Proveedor C,Éxito,1668.0,92.5,20.99,37.0,25.1,93.18,3.45,-2.67
312.76,216.37,477.08,8.23,9.43,0.66,3.37,287.34,Satinado,Proveedor A,Éxito,1630.0,91.1,17.81,37.0,25.2,94.83,4.26,-4.55
384.54,168.49,247.62,16.55,8.22,0.69,9.73,87.89,Satinado,Proveedor C,Éxito,1280.0,91.9,19.16,29.0,20.8,85.93,4.18,4.75
459.06,238.14,454.42,16.19,2.37,1.15,12.52,237.26,Satinado,Proveedor A,Éxito,1411.0,91.6,21.9,17.0,17.2,93.86,-0.02,-3.07
322.36,112.24,364.04,10.13,6.67,0.7,7.78,282.82,Brillante,Proveedor B,Éxito,1471.0,90.9,14.85,63.0,21.0,89.05,0.86,-2.62
313.76,224.39,427.6,12.8,8.8,1.91,7.01,138.88,Satinado,Proveedor B,Éxito,1459.0,91.9,17.93,38.0,28.6,95.02,-2.27,3.62
467.18,201.7,479.83,18.11,6.42,1.57,8.38,127.04,Satinado,Proveedor B,Éxito,1560.0,92.5,22.0,20.0,23.5,91.93,3.58,-3.17
458.11,114.61,359.13,11.37,7.15,1.71,10.39,244.63,Satinado,Proveedor C,Éxito,1353.0,91.1,21.19,36.0,19.6,95.49,-1.17,2.62
430.14,172.6,430.8,7.85,7.17,2.23,11.02,245.5,Brillante,Proveedor A,Éxito,1431.0,91.3,19.16,76.0,26.4,92.88,1.16,4.37
425.43,128.9,333.76,11.17,9.71,0.1,9.29,180.01,Brillante,Proveedor B,Éxito,1382.0,91.3,21.0,67.0,23.4,90.88,-1.16,1.64
445.68,399.11,59.68,5.88,0.68,0.9,6.86,291.36,Satinado,Proveedor B,Falla - Baja Adhesión,657.0,91.3,19.9,41.0,16.4,90.99,-3.8,-0.94
422.71,188.08,479.0,16.9,2.34,0.39,20.74,213.18,Satinado,Proveedor A,Falla - Baja Estabilidad,1636.0,91.7,17.93,24.0,1.9,97.67,-4.74,-2.55
511.63,217.5,312.99,11.03,1.27,2.04,12.16,43.63,Satinado,Proveedor A,Falla - Viscosidad Alta,1510.0,113.1,20.03,31.0,21.9,95.15,-1.19,3.34
376.36,148.59,537.77,13.86,9.42,1.72,12.74,265.54,Brillante,Proveedor A,Éxito,1777.0,91.2,17.44,16.0,25.4,97.41,1.08,-2.41
342.53,121.26,468.45,9.91,5.63,2.04,12.36,289.7,Brillante,Proveedor C,Éxito,1718.0,91.1,18.24,14.0,25.8,86.43,4.26,1.92
325.36,183.3,476.14,10.72,3.31,0.09,16.14,76.11,Brillante,Proveedor A,Falla - Baja Estabilidad,1659.0,93.9,17.39,38.0,11.8,88.56,-0.68,-0.21
305.93,169.25,315.11,11.9,2.61,0.63,12.81,242.84,Brillante,Proveedor C,Éxito,1579.0,91.1,16.1,77.0,15.6,85.97,0.18,2.44
375.82,197.06,447.63,10.74,7.85,0.19,13.81,63.08,Brillante,Proveedor A,Éxito,1485.0,93.5,15.54,76.0,23.4,93.58,-3.53,3.16
452.84,243.06,287.14,7.81,1.3,1.24,13.13,168.28,Satinado,Proveedor B,Éxito,1341.0,91.8,17.59,20.0,16.1,86.39,-3.55,4.66
460.16,135.92,207.0,8.38,1.8,1.95,5.15,122.63,Satinado,Proveedor B,Éxito,1415.0,91.8,20.34,27.0,19.4,87.39,0.18,3.03
497.75,117.63,216.13,15.56,4.8,0.12,11.02,53.12,Brillante,Proveedor B,Éxito,1400.0,93.1,20.05,19.0,15.5,94.28,-3.94,2.02
352.16,138.61,472.8,11.06,8.1,0.25,20.28,75.95,Brillante,Proveedor B,Falla - Baja Estabilidad,1706.0,93.0,16.03,41.0,2.6,96.9,-0.87,-2.09
320.99,201.22,200.31,14.1,9.57,0.28,10.16,87.22,Mate,Proveedor A,Éxito,1383.0,91.7,15.32,7.0,17.9,94.02,-2.64,1.63
378.06,176.16,215.51,18.05,2.09,1.0,8.68,175.14,Mate,Proveedor A,Éxito,1511.0,91.3,20.05,25.0,22.9,86.08,-0.45,3.66
314.85,193.89,351.63,7.65,1.65,1.91,6.39,130.99,Mate,Proveedor C,Éxito,1514.0,92.1,17.59,7.0,21.4,93.62,-3.66,3.31
121.43,327.89,279.18,7.67,9.97,1.77,2.71,242.28,Brillante,Proveedor B,Falla - Bajo Poder Cubriente,1572.0,90.9,3.18,34.0,25.0,87.67,-4.23,-2.31
468.53,180.83,266.95,12.13,6.09,2.77,7.74,98.54,Mate,Proveedor A,Éxito,1422.0,92.2,20.39,6.0,25.6,97.9,4.36,3.44
474.76,116.12,564.05,6.81,5.42,0.95,12.37,214.75,Mate,Proveedor C,Éxito,1720.0,91.7,20.41,25.0,16.8,93.62,4.66,-1.95
324.75,205.93,319.81,6.33,7.31,2.07,6.56,170.89,Satinado,Proveedor C,Éxito,1445.0,91.4,15.68,34.0,22.7,93.67,0.6,-0.79
400.2,160.85,438.15,9.17,1.74,0.8,8.14,273.38,Mate,Proveedor C,Éxito,1713.0,91.2,16.28,9.0,18.5,90.94,2.03,3.5
132.81,211.24,526.35,13.97,3.9,1.76,10.43,293.17,Mate,Proveedor A,Falla - Bajo Poder Cubriente,1668.0,91.3,6.0,25.0,20.1,93.14,0.58,-0.96
481.47,145.29,396.91,13.0,9.66,2.86,12.5,261.65,Satinado,Proveedor A,Éxito,1467.0,91.1,22.12,36.0,24.6,86.27,-1.45,1.61
454.93,147.15,377.84,5.94,0.58,2.4,5.59,60.7,Satinado,Proveedor B,Éxito,1577.0,95.1,17.81,35.0,17.6,91.39,-0.17,1.43
394.09,235.71,283.86,8.31,8.35,0.21,21.75,66.61,Mate,Proveedor C,Falla - Baja Estabilidad,1478.0,92.7,18.12,9.0,4.3,97.34,0.76,-0.59
386.98,122.98,350.28,16.25,8.41,2.65,3.13,78.13,Mate,Proveedor A,Éxito,1618.0,92.4,18.05,21.0,30.7,86.73,1.76,3.63
316.44,296.82,178.58,14.09,7.68,1.04,7.19,195.82,Satinado,Proveedor A,Falla - Baja Adhesión,658.0,91.8,14.34,16.0,25.7,88.17,-3.52,-0.83
375.58,382.6,99.81,5.12,5.1,3.0,3.28,258.93,Brillante,Proveedor B,Falla - Baja Adhesión,849.0,91.1,19.46,28.0,27.2,94.83,-1.46,-0.4
465.93,112.26,345.35,5.96,5.4,0.15,6.85,258.27,Mate,Proveedor C,Éxito,1360.0,91.1,17.45,5.0,15.1,91.73,-3.16,-3.79
396.22,114.0,389.63,7.1,9.18,0.21,13.89,220.02,Mate,Proveedor C,Éxito,1465.0,91.2,20.75,23.0,18.3,92.38,0.71,-3.03
340.09,124.09,220.57,5.11,7.56,2.08,13.34,234.44,Satinado,Proveedor A,Éxito,1275.0,90.8,17.22,42.0,20.2,95.01,-0.55,3.64
316.18,194.55,381.74,6.16,4.27,1.38,2.51,66.99,Brillante,Proveedor B,Éxito,1414.0,93.5,15.13,76.0,21.3,93.88,-2.23,-1.29
479.4,198.05,306.33,19.39,1.13,0.57,8.12,280.0,Satinado,Proveedor C,Éxito,1430.0,91.1,18.29,25.0,18.2,87.42,4.2,2.14
465.68,363.43,90.84,7.29,4.88,0.8,12.15,175.64,Satinado,Proveedor B,Falla - Baja Adhesión,351.0,92.0,18.37,28.0,19.7,95.65,-0.88,-3.87
426.34,156.76,480.4,8.83,5.67,2.4,13.05,185.83,Mate,Proveedor B,Éxito,1623.0,91.7,20.2,9.0,20.4,85.58,3.08,1.01
448.7,140.54,316.3,18.11,9.93,0.28,14.01,74.45,Satinado,Proveedor A,Éxito,1599.0,92.3,20.98,38.0,24.6,87.23,-3.4,4.01
404.16,181.2,240.5,16.39,4.97,1.15,5.63,228.98,Brillante,Proveedor C,Éxito,1321.0,91.0,16.65,13.0,24.0,92.96,-1.34,-2.49
382.7,210.72,511.92,15.07,7.48,1.82,1.22,109.78,Mate,Proveedor C,Éxito,1561.0,92.7,19.06,15.0,22.8,95.12,4.35,-4.94
466.67,220.03,501.91,14.32,6.75,0.7,7.28,276.83,Satinado,Proveedor A,Éxito,1648.0,91.3,19.21,36.0,25.3,88.73,1.99,3.93
470.99,100.62,369.18,17.52,7.9,1.72,3.4,151.52,Brillante,Proveedor B,Éxito,1502.0,91.6,19.22,77.0,24.7,96.96,1.07,2.86
361.71,103.65,424.05,8.14,4.14,2.09,9.95,188.0,Mate,Proveedor A,Éxito,1687.0,91.5,17.13,17.0,25.9,97.85,3.65,-4.99
412.62,138.73,330.02,6.58,1.82,0.2,8.56,52.91,Satinado,Proveedor B,Éxito,1354.0,94.7,20.72,19.0,20.8,97.12,-0.06,-3.61
187.98,361.46,570.12,17.42,6.61,0.98,12.54,217.99,Brillante,Proveedor A,Falla - Bajo Poder Cubriente,1532.0,91.7,1.68,55.0,21.7,92.51,2.01,-0.44
417.64,136.01,481.84,8.95,2.58,2.9,6.42,264.07,Mate,Proveedor C,Éxito,1466.0,91.3,18.03,16.0,19.3,87.5,3.78,-1.83
483.35,241.65,289.24,16.06,1.57,1.96,11.23,196.43,Satinado,Proveedor C,Éxito,1394.0,91.5,19.75,48.0,24.7,89.45,-2.66,0.17
334.13,231.02,558.19,8.81,8.89,0.92,4.77,278.55,Satinado,Proveedor A,Éxito,1820.0,91.3,15.11,17.0,23.9,85.85,1.76,3.52
162.23,203.67,313.55,18.83,6.77,2.26,10.43,52.47,Brillante,Proveedor C,Falla - Bajo Poder Cubriente,1353.0,93.6,4.98,74.0,21.3,92.53,1.0,-2.73
398.1,100.41,307.77,19.8,0.82,0.86,13.0,271.13,Brillante,Proveedor C,Éxito,1648.0,91.0,17.74,28.0,21.0,95.65,1.61,0.02
494.87,228.34,432.39,13.28,2.59,2.26,2.85,285.73,Mate,Proveedor A,Éxito,1419.0,91.3,18.4,16.0,24.1,92.65,-1.33,1.39
377.82,249.53,579.02,10.53,5.78,0.27,12.4,281.37,Mate,Proveedor B,Éxito,1534.0,91.4,15.7,6.0,17.9,87.57,0.05,4.42
402.66,145.41,475.24,9.17,8.05,0.22,10.63,299.44,Brillante,Proveedor B,Falla - Baja Estabilidad,1779.0,91.1,16.97,57.0,3.6,89.74,-2.61,-3.88
338.78,238.48,310.85,10.44,1.91,2.95,6.67,270.22,Brillante,Proveedor B,Éxito,1411.0,91.1,18.95,30.0,19.7,91.84,1.32,-1.42
480.95,194.25,383.43,7.46,2.53,0.99,11.58,260.95,Brillante,Proveedor B,Éxito,1658.0,91.3,21.2,76.0,17.1,91.69,4.87,4.49
486.1,170.28,384.06,18.59,5.5,2.94,4.67,83.59,Satinado,Proveedor C,Éxito,1455.0,93.1,19.57,48.0,24.3,95.76,-2.81,-2.61
